Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
Fri Dec 23 2022,10:00p,Memphis Grizzlies,,Phoenix Suns,,,,,Footprint Center,
Fri Dec 23 2022,10:00p,Washington Wizards,,Sacramento Kings,,,,,Golden 1 Center,
Fri Dec 23 2022,10:30p,Charlotte Hornets,,Los Angeles Lakers,,,,,Crypto.com Arena,
Sun Dec 25 2022,12:00p,Philadelphia 76ers,,New York Knicks,,,,,Madison Square Garden (IV),
Sun Dec 25 2022,2:30p,Los Angeles Lakers,,Dallas Mavericks,,,,,American Airlines Center,
Sun Dec 25 2022,5:00p,Milwaukee Bucks,,Boston Celtics,,,,,TD Garden,
Sun Dec 25 2022,8:00p,Memphis Grizzlies,,Golden State Warriors,,,,,Chase Center,
Sun Dec 25 2022,10:30p,Phoenix Suns,,Denver Nuggets,,,,,Ball Arena,
Mon Dec 26 2022,7:00p,Brooklyn Nets,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Mon Dec 26 2022,7:00p,Los Angeles Clippers,,Detroit Pistons,,,,,Little Caesars Arena,
Mon Dec 26 2022,7:30p,Minnesota Timberwolves,,Miami Heat,,,,,FTX Arena,
Mon Dec 26 2022,8:00p,Houston Rockets,,Chicago Bulls,,,,,United Center,
Mon Dec 26 2022,8:00p,Indiana Pacers,,New Orleans Pelicans,,,,,Smoothie King Center,
Mon Dec 26 2022,8:00p,Utah Jazz,,San Antonio Spurs,,,,,AT&T Center,
Mon Dec 26 2022,10:00p,Charlotte Hornets,,Portland Trail Blazers,,,,,Moda Center,
Tue Dec 27 2022,7:00p,Los Angeles Lakers,,Orlando Magic,,,,,Amway Center,
Tue Dec 27 2022,7:00p,Philadelphia 76ers,,Washington Wizards,,,,,Capital One Arena,
Tue Dec 27 2022,7:30p,Houston Rockets,,Boston Celtics,,,,,TD Garden,
Tue Dec 27 2022,7:30p,Atlanta Hawks,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Tue Dec 27 2022,7:30p,Los Angeles Clippers,,Toronto Raptors,,,,,Scotiabank Arena,
Tue Dec 27 2022,8:00p,Phoenix Suns,,Memphis Grizzlies,,,,,FedEx Forum,
Tue Dec 27 2022,8:00p,San Antonio Spurs,,Oklahoma City Thunder,,,,,Paycom Center,
Tue Dec 27 2022,8:30p,New York Knicks,,Dallas Mavericks,,,,,American Airlines Center,
Tue Dec 27 2022,10:00p,Charlotte Hornets,,Golden State Warriors,,,,,Chase Center,
Tue Dec 27 2022,10:00p,Denver Nuggets,,Sacramento Kings,,,,,Golden 1 Center,
Wed Dec 28 2022,7:00p,Orlando Magic,,Detroit Pistons,,,,,Little Caesars Arena,
Wed Dec 28 2022,7:00p,Phoenix Suns,,Washington Wizards,,,,,Capital One Arena,
Wed Dec 28 2022,7:30p,Brooklyn Nets,,Atlanta Hawks,,,,,State Farm Arena,
Wed Dec 28 2022,7:30p,Los Angeles Lakers,,Miami Heat,,,,,FTX Arena,
Wed Dec 28 2022,8:00p,Milwaukee Bucks,,Chicago Bulls,,,,,United Center,
Wed Dec 28 2022,8:00p,Minnesota Timberwolves,,New Orleans Pelicans,,,,,Smoothie King Center,
Wed Dec 28 2022,10:00p,Utah Jazz,,Golden State Warriors,,,,,Chase Center,
Wed Dec 28 2022,10:00p,Denver Nuggets,,Sacramento Kings,,,,,Golden 1 Center,
Thu Dec 29 2022,7:00p,Oklahoma City Thunder,,Charlotte Hornets,,,,,Spectrum Center,
Thu Dec 29 2022,7:00p,Cleveland Cavaliers,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Thu Dec 29 2022,7:30p,Los Angeles Clippers,,Boston Celtics,,,,,TD Garden,
Thu Dec 29 2022,7:30p,Memphis Grizzlies,,Toronto Raptors,,,,,Scotiabank Arena,
Thu Dec 29 2022,8:00p,New York Knicks,,San Antonio Spurs,,,,,AT&T Center,
Thu Dec 29 2022,8:30p,Houston Rockets,,Dallas Mavericks,,,,,American Airlines Center,
Fri Dec 30 2022,7:00p,Washington Wizards,,Orlando Magic,,,,,Amway Center,
Fri Dec 30 2022,7:30p,Los Angeles Lakers,,Atlanta Hawks,,,,,State Farm Arena,
Fri Dec 30 2022,7:30p,Phoenix Suns,,Toronto Raptors,,,,,Scotiabank Arena,
Fri Dec 30 2022,8:00p,Detroit Pistons,,Chicago Bulls,,,,,United Center,
Fri Dec 30 2022,8:00p,Minnesota Timberwolves,,Milwaukee Bucks,,,,,Fiserv Forum,
Fri Dec 30 2022,8:30p,Philadelphia 76ers,,New Orleans Pelicans,,,,,Smoothie King Center,
Fri Dec 30 2022,9:00p,Miami Heat,,Denver Nuggets,,,,,Ball Arena,
Fri Dec 30 2022,10:00p,Portland Trail Blazers,,Golden State Warriors,,,,,Chase Center,
Fri Dec 30 2022,10:00p,Utah Jazz,,Sacramento Kings,,,,,Golden 1 Center,
Sat Dec 31 2022,3:00p,Los Angeles Clippers,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Sat Dec 31 2022,7:00p,Cleveland Cavaliers,,Chicago Bulls,,,,,United Center,
Sat Dec 31 2022,7:00p,Brooklyn Nets,,Charlotte Hornets,,,,,Spectrum Center,
Sat Dec 31 2022,7:00p,New York Knicks,,Houston Rockets,,,,,Toyota Center,
Sat Dec 31 2022,7:00p,Dallas Mavericks,,San Antonio Spurs,,,,,AT&T Center,
Sat Dec 31 2022,8:00p,New Orleans Pelicans,,Memphis Grizzlies,,,,,FedEx Forum,
Sat Dec 31 2022,8:00p,Detroit Pistons,,Minnesota Timberwolves,,,,,Target Center,
Sat Dec 31 2022,8:00p,Philadelphia 76ers,,Oklahoma City Thunder,,,,,Paycom Center,
Sat Dec 31 2022,9:00p,Miami Heat,,Utah Jazz,,,,,Vivint Arena,
Sun Jan 1 2023,8:00p,Boston Celtics,,Denver Nuggets,,,,,Ball Arena,
Sun Jan 1 2023,8:00p,Sacramento Kings,,Memphis Grizzlies,,,,,FedEx Forum,
Sun Jan 1 2023,8:00p,Washington Wizards,,Milwaukee Bucks,,,,,Fiserv Forum,
Mon Jan 2 2023,3:00p,Phoenix Suns,,New York Knicks,,,,,Madison Square Garden (IV),
Mon Jan 2 2023,7:00p,Los Angeles Lakers,,Charlotte Hornets,,,,,Spectrum Center,
Mon Jan 2 2023,7:00p,Chicago Bulls,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Mon Jan 2 2023,7:00p,Toronto Raptors,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Mon Jan 2 2023,7:00p,New Orleans Pelicans,,Philadelphia 76ers,,,,,Wells Fargo Center,
Mon Jan 2 2023,7:30p,San Antonio Spurs,,Brooklyn Nets,,,,,Barclays Center,
Mon Jan 2 2023,8:00p,Dallas Mavericks,,Houston Rockets,,,,,Toyota Center,
Mon Jan 2 2023,8:00p,Denver Nuggets,,Minnesota Timberwolves,,,,,Target Center,
Mon Jan 2 2023,10:00p,Atlanta Hawks,,Golden State Warriors,,,,,Chase Center,
Mon Jan 2 2023,10:00p,Detroit Pistons,,Portland Trail Blazers,,,,,Moda Center,
Mon Jan 2 2023,10:30p,Miami Heat,,Los Angeles Clippers,,,,,Crypto.com Arena,
Tue Jan 3 2023,8:00p,Washington Wizards,,Milwaukee Bucks,,,,,Fiserv Forum,
Tue Jan 3 2023,8:00p,Boston Celtics,,Oklahoma City Thunder,,,,,Paycom Center,
Tue Jan 3 2023,9:00p,Sacramento Kings,,Utah Jazz,,,,,Vivint Arena,
Wed Jan 4 2023,7:00p,Memphis Grizzlies,,Charlotte Hornets,,,,,Spectrum Center,
Wed Jan 4 2023,7:00p,Phoenix Suns,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Wed Jan 4 2023,7:00p,Oklahoma City Thunder,,Orlando Magic,,,,,Amway Center,
Wed Jan 4 2023,7:00p,Indiana Pacers,,Philadelphia 76ers,,,,,Wells Fargo Center,
Wed Jan 4 2023,7:30p,San Antonio Spurs,,New York Knicks,,,,,Madison Square Garden (IV),
Wed Jan 4 2023,7:30p,Milwaukee Bucks,,Toronto Raptors,,,,,Scotiabank Arena,
Wed Jan 4 2023,8:00p,Brooklyn Nets,,Chicago Bulls,,,,,United Center,
Wed Jan 4 2023,8:00p,Portland Trail Blazers,,Minnesota Timberwolves,,,,,Target Center,
Wed Jan 4 2023,8:00p,Houston Rockets,,New Orleans Pelicans,,,,,Smoothie King Center,
Wed Jan 4 2023,10:00p,Detroit Pistons,,Golden State Warriors,,,,,Chase Center,
Wed Jan 4 2023,10:00p,Miami Heat,,Los Angeles Lakers,,,,,Crypto.com Arena,
Wed Jan 4 2023,10:00p,Atlanta Hawks,,Sacramento Kings,,,,,Golden 1 Center,
Thu Jan 5 2023,7:00p,Memphis Grizzlies,,Orlando Magic,,,,,Amway Center,
Thu Jan 5 2023,7:30p,Boston Celtics,,Dallas Mavericks,,,,,American Airlines Center,
Thu Jan 5 2023,8:00p,Utah Jazz,,Houston Rockets,,,,,Toyota Center,
Thu Jan 5 2023,10:00p,Los Angeles Clippers,,Denver Nuggets,,,,,Ball Arena,
Fri Jan 6 2023,7:00p,Portland Trail Blazers,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Fri Jan 6 2023,7:30p,Chicago Bulls,,Philadelphia 76ers,,,,,Wells Fargo Center,
Fri Jan 6 2023,7:30p,New York Knicks,,Toronto Raptors,,,,,Scotiabank Arena,
Fri Jan 6 2023,8:00p,Charlotte Hornets,,Milwaukee Bucks,,,,,Fiserv Forum,
Fri Jan 6 2023,8:00p,Washington Wizards,,Oklahoma City Thunder,,,,,Paycom Center,
Fri Jan 6 2023,8:00p,Detroit Pistons,,San Antonio Spurs,,,,,AT&T Center,
Fri Jan 6 2023,8:30p,Brooklyn Nets,,New Orleans Pelicans,,,,,Smoothie King Center,
Fri Jan 6 2023,9:00p,Cleveland Cavaliers,,Denver Nuggets,,,,,Ball Arena,
Fri Jan 6 2023,9:00p,Los Angeles Clippers,,Minnesota Timberwolves,,,,,Target Center,
Fri Jan 6 2023,10:00p,Miami Heat,,Phoenix Suns,,,,,Footprint Center,
Fri Jan 6 2023,10:30p,Atlanta Hawks,,Los Angeles Lakers,,,,,Crypto.com Arena,
Sat Jan 7 2023,6:00p,Boston Celtics,,San Antonio Spurs,,,,,AT&T Center,
Sat Jan 7 2023,8:00p,Utah Jazz,,Chicago Bulls,,,,,United Center,
Sat Jan 7 2023,8:00p,New Orleans Pelicans,,Dallas Mavericks,,,,,American Airlines Center,
Sat Jan 7 2023,8:30p,Orlando Magic,,Golden State Warriors,,,,,Chase Center,
Sat Jan 7 2023,10:00p,Los Angeles Lakers,,Sacramento Kings,,,,,Golden 1 Center,
Sun Jan 8 2023,3:00p,Philadelphia 76ers,,Detroit Pistons,,,,,Little Caesars Arena,
Sun Jan 8 2023,3:30p,Portland Trail Blazers,,Toronto Raptors,,,,,Scotiabank Arena,
Sun Jan 8 2023,5:00p,Charlotte Hornets,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Sun Jan 8 2023,6:00p,Utah Jazz,,Memphis Grizzlies,,,,,FedEx Forum,
Sun Jan 8 2023,6:00p,Brooklyn Nets,,Miami Heat,,,,,FTX Arena,
Sun Jan 8 2023,7:00p,Minnesota Timberwolves,,Houston Rockets,,,,,Toyota Center,
Sun Jan 8 2023,7:00p,Dallas Mavericks,,Oklahoma City Thunder,,,,,Paycom Center,
Sun Jan 8 2023,8:00p,Cleveland Cavaliers,,Phoenix Suns,,,,,Footprint Center,
Sun Jan 8 2023,9:00p,Atlanta Hawks,,Los Angeles Clippers,,,,,Crypto.com Arena,
Mon Jan 9 2023,7:00p,New Orleans Pelicans,,Washington Wizards,,,,,Capital One Arena,
Mon Jan 9 2023,7:30p,Chicago Bulls,,Boston Celtics,,,,,TD Garden,
Mon Jan 9 2023,7:30p,Milwaukee Bucks,,New York Knicks,,,,,Madison Square Garden (IV),
Mon Jan 9 2023,8:00p,San Antonio Spurs,,Memphis Grizzlies,,,,,FedEx Forum,
Mon Jan 9 2023,9:00p,Los Angeles Lakers,,Denver Nuggets,,,,,Ball Arena,
Mon Jan 9 2023,10:00p,Orlando Magic,,Sacramento Kings,,,,,Golden 1 Center,
Tue Jan 10 2023,7:30p,Oklahoma City Thunder,,Miami Heat,,,,,FTX Arena,
Tue Jan 10 2023,7:30p,Detroit Pistons,,Philadelphia 76ers,,,,,Wells Fargo Center,
Tue Jan 10 2023,7:30p,Charlotte Hornets,,Toronto Raptors,,,,,Scotiabank Arena,
Tue Jan 10 2023,9:00p,Cleveland Cavaliers,,Utah Jazz,,,,,Vivint Arena,
Tue Jan 10 2023,10:00p,Phoenix Suns,,Golden State Warriors,,,,,Chase Center,
Tue Jan 10 2023,10:00p,Orlando Magic,,Portland Trail Blazers,,,,,Moda Center,
Tue Jan 10 2023,10:30p,Dallas Mavericks,,Los Angeles Clippers,,,,,Crypto.com Arena,
Wed Jan 11 2023,7:00p,Minnesota Timberwolves,,Detroit Pistons,,,,,Little Caesars Arena,
Wed Jan 11 2023,7:00p,Chicago Bulls,,Washington Wizards,,,,,Capital One Arena,
Wed Jan 11 2023,7:30p,Milwaukee Bucks,,Atlanta Hawks,,,,,State Farm Arena,
Wed Jan 11 2023,7:30p,New Orleans Pelicans,,Boston Celtics,,,,,TD Garden,
Wed Jan 11 2023,7:30p,Indiana Pacers,,New York Knicks,,,,,Madison Square Garden (IV),
Wed Jan 11 2023,8:00p,San Antonio Spurs,,Memphis Grizzlies,,,,,FedEx Forum,
Wed Jan 11 2023,9:00p,Phoenix Suns,,Denver Nuggets,,,,,Ball Arena,
Wed Jan 11 2023,10:00p,Houston Rockets,,Sacramento Kings,,,,,Golden 1 Center,
Thu Jan 12 2023,7:00p,Oklahoma City Thunder,,Philadelphia 76ers,,,,,Wells Fargo Center,
Thu Jan 12 2023,7:30p,Boston Celtics,,Brooklyn Nets,,,,,Barclays Center,
Thu Jan 12 2023,7:30p,Milwaukee Bucks,,Miami Heat,,,,,FTX Arena,
Thu Jan 12 2023,7:30p,Charlotte Hornets,,Toronto Raptors,,,,,Scotiabank Arena,
Thu Jan 12 2023,10:00p,Dallas Mavericks,,Los Angeles Lakers,,,,,Crypto.com Arena,
Thu Jan 12 2023,10:00p,Cleveland Cavaliers,,Portland Trail Blazers,,,,,Moda Center,
Fri Jan 13 2023,7:00p,New Orleans Pelicans,,Detroit Pistons,,,,,Little Caesars Arena,
Fri Jan 13 2023,7:00p,Atlanta Hawks,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Fri Jan 13 2023,7:00p,New York Knicks,,Washington Wizards,,,,,Capital One Arena,
Fri Jan 13 2023,7:30p,Golden State Warriors,,San Antonio Spurs,,,,,AT&T Center,
Fri Jan 13 2023,8:00p,Oklahoma City Thunder,,Chicago Bulls,,,,,United Center,
Fri Jan 13 2023,8:00p,Phoenix Suns,,Minnesota Timberwolves,,,,,Target Center,
Fri Jan 13 2023,9:00p,Orlando Magic,,Utah Jazz,,,,,Vivint Arena,
Fri Jan 13 2023,10:00p,Denver Nuggets,,Los Angeles Clippers,,,,,Crypto.com Arena,
Fri Jan 13 2023,10:00p,Houston Rockets,,Sacramento Kings,,,,,Golden 1 Center,
Sat Jan 14 2023,1:00p,Milwaukee Bucks,,Miami Heat,,,,,FTX Arena,
Sat Jan 14 2023,7:00p,Boston Celtics,,Charlotte Hornets,,,,,Spectrum Center,
Sat Jan 14 2023,7:00p,Memphis Grizzlies,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Sat Jan 14 2023,7:30p,Atlanta Hawks,,Toronto Raptors,,,,,Scotiabank Arena,
Sat Jan 14 2023,8:00p,Cleveland Cavaliers,,Minnesota Timberwolves,,,,,Target Center,
Sat Jan 14 2023,9:00p,Philadelphia 76ers,,Utah Jazz,,,,,Vivint Arena,
Sat Jan 14 2023,10:00p,Dallas Mavericks,,Portland Trail Blazers,,,,,Moda Center,
Sun Jan 15 2023,1:00p,New York Knicks,,Detroit Pistons,,,,,Little Caesars Arena,
Sun Jan 15 2023,3:00p,Houston Rockets,,Los Angeles Clippers,,,,,Crypto.com Arena,
Sun Jan 15 2023,3:30p,Golden State Warriors,,Chicago Bulls,,,,,United Center,
Sun Jan 15 2023,6:00p,Oklahoma City Thunder,,Brooklyn Nets,,,,,Barclays Center,
Sun Jan 15 2023,7:00p,Sacramento Kings,,San Antonio Spurs,,,,,AT&T Center,
Sun Jan 15 2023,8:00p,Orlando Magic,,Denver Nuggets,,,,,Ball Arena,
Sun Jan 15 2023,9:00p,Dallas Mavericks,,Portland Trail Blazers,,,,,Moda Center,
Sun Jan 15 2023,9:30p,Philadelphia 76ers,,Los Angeles Lakers,,,,,Crypto.com Arena,
Mon Jan 16 2023,1:00p,Boston Celtics,,Charlotte Hornets,,,,,Spectrum Center,
Mon Jan 16 2023,2:30p,Indiana Pacers,,Milwaukee Bucks,,,,,Fiserv Forum,
Mon Jan 16 2023,3:00p,New Orleans Pelicans,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Mon Jan 16 2023,3:00p,Toronto Raptors,,New York Knicks,,,,,Madison Square Garden (IV),
Mon Jan 16 2023,3:00p,Golden State Warriors,,Washington Wizards,,,,,Capital One Arena,
Mon Jan 16 2023,3:30p,Miami Heat,,Atlanta Hawks,,,,,State Farm Arena,
Mon Jan 16 2023,4:00p,Utah Jazz,,Minnesota Timberwolves,,,,,Target Center,
Mon Jan 16 2023,6:00p,Phoenix Suns,,Memphis Grizzlies,,,,,FedEx Forum,
Mon Jan 16 2023,10:30p,Houston Rockets,,Los Angeles Lakers,,,,,Crypto.com Arena,
Tue Jan 17 2023,7:30p,Toronto Raptors,,Milwaukee Bucks,,,,,Fiserv Forum,
Tue Jan 17 2023,8:00p,Brooklyn Nets,,San Antonio Spurs,,,,,AT&T Center,
Tue Jan 17 2023,9:00p,Portland Trail Blazers,,Denver Nuggets,,,,,Ball Arena,
Tue Jan 17 2023,10:00p,Philadelphia 76ers,,Los Angeles Clippers,,,,,Crypto.com Arena,
Wed Jan 18 2023,7:30p,Atlanta Hawks,,Dallas Mavericks,,,,,American Airlines Center,
Wed Jan 18 2023,7:30p,Washington Wizards,,New York Knicks,,,,,Madison Square Garden (IV),
Wed Jan 18 2023,8:00p,Charlotte Hornets,,Houston Rockets,,,,,Toyota Center,
Wed Jan 18 2023,8:00p,Cleveland Cavaliers,,Memphis Grizzlies,,,,,FedEx Forum,
Wed Jan 18 2023,8:00p,Miami Heat,,New Orleans Pelicans,,,,,Smoothie King Center,
Wed Jan 18 2023,8:00p,Indiana Pacers,,Oklahoma City Thunder,,,,,Paycom Center,
Wed Jan 18 2023,9:00p,Los Angeles Clippers,,Utah Jazz,,,,,Vivint Arena,
Wed Jan 18 2023,10:00p,Minnesota Timberwolves,,Denver Nuggets,,,,,Ball Arena,
Wed Jan 18 2023,10:30p,Sacramento Kings,,Los Angeles Lakers,,,,,Crypto.com Arena,
Thu Jan 19 2023,3:00p,Chicago Bulls,,Detroit Pistons,,,,,AccorHotels Arena,
Thu Jan 19 2023,7:30p,Golden State Warriors,,Boston Celtics,,,,,TD Garden,
Thu Jan 19 2023,8:00p,Toronto Raptors,,Minnesota Timberwolves,,,,,Target Center,
Thu Jan 19 2023,10:00p,Brooklyn Nets,,Phoenix Suns,,,,,Footprint Center,
Thu Jan 19 2023,10:00p,Philadelphia 76ers,,Portland Trail Blazers,,,,,Moda Center,
Fri Jan 20 2023,7:00p,New Orleans Pelicans,,Orlando Magic,,,,,Amway Center,
Fri Jan 20 2023,7:30p,New York Knicks,,Atlanta Hawks,,,,,State Farm Arena,
Fri Jan 20 2023,7:30p,Golden State Warriors,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Fri Jan 20 2023,7:30p,Miami Heat,,Dallas Mavericks,,,,,American Airlines Center,
Fri Jan 20 2023,8:00p,Los Angeles Clippers,,San Antonio Spurs,,,,,AT&T Center,
Fri Jan 20 2023,9:00p,Indiana Pacers,,Denver Nuggets,,,,,Ball Arena,
Fri Jan 20 2023,9:00p,Brooklyn Nets,,Utah Jazz,,,,,Vivint Arena,
Fri Jan 20 2023,10:00p,Memphis Grizzlies,,Los Angeles Lakers,,,,,Crypto.com Arena,
Fri Jan 20 2023,10:00p,Oklahoma City Thunder,,Sacramento Kings,,,,,Golden 1 Center,
Sat Jan 21 2023,5:00p,Boston Celtics,,Toronto Raptors,,,,,Scotiabank Arena,
Sat Jan 21 2023,7:00p,Orlando Magic,,Washington Wizards,,,,,Capital One Arena,
Sat Jan 21 2023,7:30p,Charlotte Hornets,,Atlanta Hawks,,,,,State Farm Arena,
Sat Jan 21 2023,7:30p,Milwaukee Bucks,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Sat Jan 21 2023,8:00p,Houston Rockets,,Minnesota Timberwolves,,,,,Target Center,
Sat Jan 21 2023,9:00p,Indiana Pacers,,Phoenix Suns,,,,,Footprint Center,
Sat Jan 21 2023,10:00p,Philadelphia 76ers,,Sacramento Kings,,,,,Golden 1 Center,
Sun Jan 22 2023,3:30p,New Orleans Pelicans,,Miami Heat,,,,,FTX Arena,
Sun Jan 22 2023,6:00p,New York Knicks,,Toronto Raptors,,,,,Scotiabank Arena,
Sun Jan 22 2023,7:30p,Los Angeles Clippers,,Dallas Mavericks,,,,,American Airlines Center,
Sun Jan 22 2023,8:00p,Oklahoma City Thunder,,Denver Nuggets,,,,,Ball Arena,
Sun Jan 22 2023,8:00p,Memphis Grizzlies,,Phoenix Suns,,,,,Footprint Center,
Sun Jan 22 2023,8:30p,Brooklyn Nets,,Golden State Warriors,,,,,Chase Center,
Sun Jan 22 2023,9:00p,Los Angeles Lakers,,Portland Trail Blazers,,,,,Moda Center,
Mon Jan 23 2023,7:00p,Milwaukee Bucks,,Detroit Pistons,,,,,Little Caesars Arena,
Mon Jan 23 2023,7:00p,Boston Celtics,,Orlando Magic,,,,,Amway Center,
Mon Jan 23 2023,8:00p,Atlanta Hawks,,Chicago Bulls,,,,,United Center,
Mon Jan 23 2023,8:00p,Minnesota Timberwolves,,Houston Rockets,,,,,Toyota Center,
Mon Jan 23 2023,9:00p,Charlotte Hornets,,Utah Jazz,,,,,Vivint Arena,
Mon Jan 23 2023,10:00p,San Antonio Spurs,,Portland Trail Blazers,,,,,Moda Center,
Mon Jan 23 2023,10:30p,Memphis Grizzlies,,Sacramento Kings,,,,,Golden 1 Center,
Tue Jan 24 2023,7:00p,Chicago Bulls,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Tue Jan 24 2023,7:30p,Boston Celtics,,Miami Heat,,,,,FTX Arena,
Tue Jan 24 2023,7:30p,Cleveland Cavaliers,,New York Knicks,,,,,Madison Square Garden (IV),
Tue Jan 24 2023,8:00p,Denver Nuggets,,New Orleans Pelicans,,,,,Smoothie King Center,
Tue Jan 24 2023,8:30p,Washington Wizards,,Dallas Mavericks,,,,,American Airlines Center,
Tue Jan 24 2023,9:00p,Charlotte Hornets,,Phoenix Suns,,,,,Footprint Center,
Tue Jan 24 2023,10:00p,Los Angeles Clippers,,Los Angeles Lakers,,,,,Crypto.com Arena,
Wed Jan 25 2023,7:00p,Indiana Pacers,,Orlando Magic,,,,,Amway Center,
Wed Jan 25 2023,7:30p,Brooklyn Nets,,Philadelphia 76ers,,,,,Wells Fargo Center,
Wed Jan 25 2023,8:00p,Washington Wizards,,Houston Rockets,,,,,Toyota Center,
Wed Jan 25 2023,8:00p,Denver Nuggets,,Milwaukee Bucks,,,,,Fiserv Forum,
Wed Jan 25 2023,8:00p,Minnesota Timberwolves,,New Orleans Pelicans,,,,,Smoothie King Center,
Wed Jan 25 2023,8:00p,Atlanta Hawks,,Oklahoma City Thunder,,,,,Paycom Center,
Wed Jan 25 2023,10:00p,Memphis Grizzlies,,Golden State Warriors,,,,,Chase Center,
Wed Jan 25 2023,10:00p,Utah Jazz,,Portland Trail Blazers,,,,,Moda Center,
Wed Jan 25 2023,10:00p,Toronto Raptors,,Sacramento Kings,,,,,Golden 1 Center,
Wed Jan 25 2023,10:30p,San Antonio Spurs,,Los Angeles Lakers,,,,,Crypto.com Arena,
Thu Jan 26 2023,7:30p,New York Knicks,,Boston Celtics,,,,,TD Garden,
Thu Jan 26 2023,7:30p,Detroit Pistons,,Brooklyn Nets,,,,,Barclays Center,
Thu Jan 26 2023,7:30p,Chicago Bulls,,Charlotte Hornets,,,,,Spectrum Center,
Thu Jan 26 2023,8:00p,Cleveland Cavaliers,,Houston Rockets,,,,,Toyota Center,
Thu Jan 26 2023,10:00p,Dallas Mavericks,,Phoenix Suns,,,,,Footprint Center,
Thu Jan 26 2023,10:30p,San Antonio Spurs,,Los Angeles Clippers,,,,,Crypto.com Arena,
