Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
Fri Jan 27 2023,7:00p,Milwaukee Bucks,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Fri Jan 27 2023,7:30p,Memphis Grizzlies,,Minnesota Timberwolves,,,,,Target Center,
Fri Jan 27 2023,8:00p,Orlando Magic,,Miami Heat,,,,,FTX Arena,
Fri Jan 27 2023,8:00p,Cleveland Cavaliers,,Oklahoma City Thunder,,,,,Paycom Center,
Fri Jan 27 2023,10:00p,Toronto Raptors,,Golden State Warriors,,,,,Chase Center,
Sat Jan 28 2023,3:00p,Denver Nuggets,,Philadelphia 76ers,,,,,Wells Fargo Center,
Sat Jan 28 2023,5:30p,New York Knicks,,Brooklyn Nets,,,,,Barclays Center,
Sat Jan 28 2023,7:00p,Houston Rockets,,Detroit Pistons,,,,,Little Caesars Arena,
Sat Jan 28 2023,7:00p,Chicago Bulls,,Orlando Magic,,,,,Amway Center,
Sat Jan 28 2023,7:30p,Los Angeles Clippers,,Atlanta Hawks,,,,,State Farm Arena,
Sat Jan 28 2023,8:00p,Sacramento Kings,,Minnesota Timberwolves,,,,,Target Center,
Sat Jan 28 2023,8:00p,Washington Wizards,,New Orleans Pelicans,,,,,Smoothie King Center,
Sat Jan 28 2023,8:00p,Phoenix Suns,,San Antonio Spurs,,,,,AT&T Center,
Sat Jan 28 2023,8:30p,Los Angeles Lakers,,Boston Celtics,,,,,TD Garden,
Sat Jan 28 2023,9:00p,Dallas Mavericks,,Utah Jazz,,,,,Vivint Arena,
Sat Jan 28 2023,10:00p,Toronto Raptors,,Portland Trail Blazers,,,,,Moda Center,
Sun Jan 29 2023,1:00p,Miami Heat,,Charlotte Hornets,,,,,Spectrum Center,
Sun Jan 29 2023,6:00p,Indiana Pacers,,Memphis Grizzlies,,,,,FedEx Forum,
Sun Jan 29 2023,7:00p,Los Angeles Clippers,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Sun Jan 29 2023,8:00p,New Orleans Pelicans,,Milwaukee Bucks,,,,,Fiserv Forum,
Mon Jan 30 2023,7:00p,Orlando Magic,,Philadelphia 76ers,,,,,Wells Fargo Center,
Mon Jan 30 2023,7:30p,Los Angeles Lakers,,Brooklyn Nets,,,,,Barclays Center,
Mon Jan 30 2023,8:00p,Sacramento Kings,,Minnesota Timberwolves,,,,,Target Center,
Mon Jan 30 2023,8:00p,Golden State Warriors,,Oklahoma City Thunder,,,,,Paycom Center,
Mon Jan 30 2023,8:00p,Washington Wizards,,San Antonio Spurs,,,,,AT&T Center,
Mon Jan 30 2023,8:30p,Detroit Pistons,,Dallas Mavericks,,,,,American Airlines Center,
Mon Jan 30 2023,9:00p,Toronto Raptors,,Phoenix Suns,,,,,Footprint Center,
Mon Jan 30 2023,10:00p,Atlanta Hawks,,Portland Trail Blazers,,,,,Moda Center,
Tue Jan 31 2023,7:00p,Miami Heat,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Tue Jan 31 2023,7:30p,Los Angeles Lakers,,New York Knicks,,,,,Madison Square Garden (IV),
Tue Jan 31 2023,8:00p,Los Angeles Clippers,,Chicago Bulls,,,,,United Center,
Tue Jan 31 2023,8:00p,Charlotte Hornets,,Milwaukee Bucks,,,,,Fiserv Forum,
Tue Jan 31 2023,10:00p,New Orleans Pelicans,,Denver Nuggets,,,,,Ball Arena,
Wed Feb 1 2023,7:00p,Washington Wizards,,Detroit Pistons,,,,,Little Caesars Arena,
Wed Feb 1 2023,7:00p,Portland Trail Blazers,,Memphis Grizzlies,,,,,FedEx Forum,
Wed Feb 1 2023,7:00p,Orlando Magic,,Philadelphia 76ers,,,,,Wells Fargo Center,
Wed Feb 1 2023,7:30p,Brooklyn Nets,,Boston Celtics,,,,,TD Garden,
Wed Feb 1 2023,8:00p,Oklahoma City Thunder,,Houston Rockets,,,,,Toyota Center,
Wed Feb 1 2023,8:00p,Golden State Warriors,,Minnesota Timberwolves,,,,,Target Center,
Wed Feb 1 2023,8:00p,Sacramento Kings,,San Antonio Spurs,,,,,AT&T Center,
Wed Feb 1 2023,9:00p,Toronto Raptors,,Utah Jazz,,,,,Vivint Arena,
Wed Feb 1 2023,10:00p,Atlanta Hawks,,Phoenix Suns,,,,,Footprint Center,
Thu Feb 2 2023,7:00p,Los Angeles Lakers,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Thu Feb 2 2023,7:30p,Memphis Grizzlies,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Thu Feb 2 2023,7:30p,Miami Heat,,New York Knicks,,,,,Madison Square Garden (IV),
Thu Feb 2 2023,8:00p,Charlotte Hornets,,Chicago Bulls,,,,,United Center,
Thu Feb 2 2023,8:30p,New Orleans Pelicans,,Dallas Mavericks,,,,,American Airlines Center,
Thu Feb 2 2023,9:00p,Golden State Warriors,,Denver Nuggets,,,,,Ball Arena,
Thu Feb 2 2023,10:00p,Los Angeles Clippers,,Milwaukee Bucks,,,,,Fiserv Forum,
Fri Feb 3 2023,7:00p,Charlotte Hornets,,Detroit Pistons,,,,,Little Caesars Arena,
Fri Feb 3 2023,7:00p,Sacramento Kings,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Fri Feb 3 2023,7:00p,Portland Trail Blazers,,Washington Wizards,,,,,Capital One Arena,
Fri Feb 3 2023,7:30p,Phoenix Suns,,Boston Celtics,,,,,TD Garden,
Fri Feb 3 2023,8:00p,Toronto Raptors,,Houston Rockets,,,,,Toyota Center,
Fri Feb 3 2023,8:00p,Orlando Magic,,Minnesota Timberwolves,,,,,Target Center,
Fri Feb 3 2023,8:00p,Philadelphia 76ers,,San Antonio Spurs,,,,,AT&T Center,
Fri Feb 3 2023,9:00p,Atlanta Hawks,,Utah Jazz,,,,,Vivint Arena,
Sat Feb 4 2023,6:00p,Washington Wizards,,Brooklyn Nets,,,,,Barclays Center,
Sat Feb 4 2023,7:00p,Phoenix Suns,,Detroit Pistons,,,,,Little Caesars Arena,
Sat Feb 4 2023,7:00p,Los Angeles Clippers,,New York Knicks,,,,,Madison Square Garden (IV),
Sat Feb 4 2023,8:00p,Portland Trail Blazers,,Chicago Bulls,,,,,United Center,
Sat Feb 4 2023,8:00p,Miami Heat,,Milwaukee Bucks,,,,,Fiserv Forum,
Sat Feb 4 2023,8:00p,Los Angeles Lakers,,New Orleans Pelicans,,,,,Smoothie King Center,
Sat Feb 4 2023,8:00p,Houston Rockets,,Oklahoma City Thunder,,,,,Paycom Center,
Sat Feb 4 2023,8:30p,Dallas Mavericks,,Golden State Warriors,,,,,Chase Center,
Sat Feb 4 2023,9:00p,Atlanta Hawks,,Denver Nuggets,,,,,Ball Arena,
Sun Feb 5 2023,1:00p,Orlando Magic,,Charlotte Hornets,,,,,Spectrum Center,
Sun Feb 5 2023,5:00p,Cleveland Cavaliers,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Sun Feb 5 2023,6:00p,Toronto Raptors,,Memphis Grizzlies,,,,,FedEx Forum,
Sun Feb 5 2023,6:00p,Philadelphia 76ers,,New York Knicks,,,,,Madison Square Garden (IV),
Sun Feb 5 2023,7:00p,Denver Nuggets,,Minnesota Timberwolves,,,,,Target Center,
Sun Feb 5 2023,7:00p,Sacramento Kings,,New Orleans Pelicans,,,,,Smoothie King Center,
Mon Feb 6 2023,7:00p,Boston Celtics,,Detroit Pistons,,,,,Little Caesars Arena,
Mon Feb 6 2023,7:00p,Cleveland Cavaliers,,Washington Wizards,,,,,Capital One Arena,
Mon Feb 6 2023,7:30p,Los Angeles Clippers,,Brooklyn Nets,,,,,Barclays Center,
Mon Feb 6 2023,8:00p,San Antonio Spurs,,Chicago Bulls,,,,,United Center,
Mon Feb 6 2023,8:00p,Sacramento Kings,,Houston Rockets,,,,,Toyota Center,
Mon Feb 6 2023,9:00p,Dallas Mavericks,,Utah Jazz,,,,,Vivint Arena,
Mon Feb 6 2023,10:00p,Oklahoma City Thunder,,Golden State Warriors,,,,,Chase Center,
Mon Feb 6 2023,10:00p,Milwaukee Bucks,,Portland Trail Blazers,,,,,Moda Center,
Tue Feb 7 2023,7:00p,New York Knicks,,Orlando Magic,,,,,Amway Center,
Tue Feb 7 2023,7:30p,Phoenix Suns,,Brooklyn Nets,,,,,Barclays Center,
Tue Feb 7 2023,7:30p,Atlanta Hawks,,New Orleans Pelicans,,,,,Smoothie King Center,
Tue Feb 7 2023,8:00p,Chicago Bulls,,Memphis Grizzlies,,,,,FedEx Forum,
Tue Feb 7 2023,10:00p,Minnesota Timberwolves,,Denver Nuggets,,,,,Ball Arena,
Tue Feb 7 2023,10:30p,Oklahoma City Thunder,,Los Angeles Lakers,,,,,Crypto.com Arena,
Wed Feb 8 2023,7:00p,Detroit Pistons,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Wed Feb 8 2023,7:00p,Charlotte Hornets,,Washington Wizards,,,,,Capital One Arena,
Wed Feb 8 2023,7:30p,Philadelphia 76ers,,Boston Celtics,,,,,TD Garden,
Wed Feb 8 2023,7:30p,Indiana Pacers,,Miami Heat,,,,,FTX Arena,
Wed Feb 8 2023,7:30p,San Antonio Spurs,,Toronto Raptors,,,,,Scotiabank Arena,
Wed Feb 8 2023,8:00p,Sacramento Kings,,Houston Rockets,,,,,Toyota Center,
Wed Feb 8 2023,9:00p,Minnesota Timberwolves,,Utah Jazz,,,,,Vivint Arena,
Wed Feb 8 2023,10:00p,Dallas Mavericks,,Los Angeles Clippers,,,,,Crypto.com Arena,
Wed Feb 8 2023,10:00p,Golden State Warriors,,Portland Trail Blazers,,,,,Moda Center,
Thu Feb 9 2023,7:00p,Denver Nuggets,,Orlando Magic,,,,,Amway Center,
Thu Feb 9 2023,7:30p,Phoenix Suns,,Atlanta Hawks,,,,,State Farm Arena,
Thu Feb 9 2023,7:30p,Chicago Bulls,,Brooklyn Nets,,,,,Barclays Center,
Thu Feb 9 2023,10:00p,Milwaukee Bucks,,Los Angeles Lakers,,,,,Crypto.com Arena,
Fri Feb 10 2023,7:00p,San Antonio Spurs,,Detroit Pistons,,,,,Little Caesars Arena,
Fri Feb 10 2023,7:00p,Phoenix Suns,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Fri Feb 10 2023,7:00p,New York Knicks,,Philadelphia 76ers,,,,,Wells Fargo Center,
Fri Feb 10 2023,7:30p,Charlotte Hornets,,Boston Celtics,,,,,TD Garden,
Fri Feb 10 2023,7:30p,Utah Jazz,,Toronto Raptors,,,,,Scotiabank Arena,
Fri Feb 10 2023,8:00p,Minnesota Timberwolves,,Memphis Grizzlies,,,,,FedEx Forum,
Fri Feb 10 2023,8:00p,Houston Rockets,,Miami Heat,,,,,FTX Arena,
Fri Feb 10 2023,10:00p,Cleveland Cavaliers,,New Orleans Pelicans,,,,,Smoothie King Center,
Fri Feb 10 2023,10:00p,Oklahoma City Thunder,,Portland Trail Blazers,,,,,Moda Center,
Fri Feb 10 2023,10:00p,Dallas Mavericks,,Sacramento Kings,,,,,Golden 1 Center,
Fri Feb 10 2023,10:30p,Milwaukee Bucks,,Los Angeles Clippers,,,,,Crypto.com Arena,
Sat Feb 11 2023,6:00p,Philadelphia 76ers,,Brooklyn Nets,,,,,Barclays Center,
Sat Feb 11 2023,7:00p,Denver Nuggets,,Charlotte Hornets,,,,,Spectrum Center,
Sat Feb 11 2023,7:00p,Miami Heat,,Orlando Magic,,,,,Amway Center,
Sat Feb 11 2023,7:00p,Indiana Pacers,,Washington Wizards,,,,,Capital One Arena,
Sat Feb 11 2023,7:30p,San Antonio Spurs,,Atlanta Hawks,,,,,State Farm Arena,
Sat Feb 11 2023,7:30p,Utah Jazz,,New York Knicks,,,,,Madison Square Garden (IV),
Sat Feb 11 2023,8:00p,Chicago Bulls,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Sat Feb 11 2023,8:30p,Los Angeles Lakers,,Golden State Warriors,,,,,Chase Center,
Sat Feb 11 2023,10:00p,Dallas Mavericks,,Sacramento Kings,,,,,Golden 1 Center,
Sun Feb 12 2023,2:00p,Memphis Grizzlies,,Boston Celtics,,,,,TD Garden,
Sun Feb 12 2023,3:00p,Detroit Pistons,,Toronto Raptors,,,,,Scotiabank Arena,
Mon Feb 13 2023,7:00p,Atlanta Hawks,,Charlotte Hornets,,,,,Spectrum Center,
Mon Feb 13 2023,7:00p,San Antonio Spurs,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Mon Feb 13 2023,7:00p,Utah Jazz,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Mon Feb 13 2023,7:00p,Houston Rockets,,Philadelphia 76ers,,,,,Wells Fargo Center,
Mon Feb 13 2023,7:30p,Denver Nuggets,,Miami Heat,,,,,FTX Arena,
Mon Feb 13 2023,7:30p,Brooklyn Nets,,New York Knicks,,,,,Madison Square Garden (IV),
Mon Feb 13 2023,8:00p,Orlando Magic,,Chicago Bulls,,,,,United Center,
Mon Feb 13 2023,8:00p,New Orleans Pelicans,,Oklahoma City Thunder,,,,,Paycom Center,
Mon Feb 13 2023,8:30p,Minnesota Timberwolves,,Dallas Mavericks,,,,,American Airlines Center,
Mon Feb 13 2023,10:00p,Washington Wizards,,Golden State Warriors,,,,,Chase Center,
Mon Feb 13 2023,10:00p,Los Angeles Lakers,,Portland Trail Blazers,,,,,Moda Center,
Tue Feb 14 2023,7:30p,Boston Celtics,,Milwaukee Bucks,,,,,Fiserv Forum,
Tue Feb 14 2023,7:30p,Orlando Magic,,Toronto Raptors,,,,,Scotiabank Arena,
Tue Feb 14 2023,9:00p,Sacramento Kings,,Phoenix Suns,,,,,Footprint Center,
Tue Feb 14 2023,10:00p,Golden State Warriors,,Los Angeles Clippers,,,,,Crypto.com Arena,
Tue Feb 14 2023,10:00p,Washington Wizards,,Portland Trail Blazers,,,,,Moda Center,
Wed Feb 15 2023,7:00p,San Antonio Spurs,,Charlotte Hornets,,,,,Spectrum Center,
Wed Feb 15 2023,7:00p,Chicago Bulls,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Wed Feb 15 2023,7:00p,Cleveland Cavaliers,,Philadelphia 76ers,,,,,Wells Fargo Center,
Wed Feb 15 2023,7:30p,New York Knicks,,Atlanta Hawks,,,,,State Farm Arena,
Wed Feb 15 2023,7:30p,Detroit Pistons,,Boston Celtics,,,,,TD Garden,
Wed Feb 15 2023,7:30p,Miami Heat,,Brooklyn Nets,,,,,Barclays Center,
Wed Feb 15 2023,8:00p,Utah Jazz,,Memphis Grizzlies,,,,,FedEx Forum,
Wed Feb 15 2023,8:00p,Houston Rockets,,Oklahoma City Thunder,,,,,Paycom Center,
Wed Feb 15 2023,9:00p,Dallas Mavericks,,Denver Nuggets,,,,,Ball Arena,
Wed Feb 15 2023,10:00p,New Orleans Pelicans,,Los Angeles Lakers,,,,,Crypto.com Arena,
Thu Feb 16 2023,7:30p,Milwaukee Bucks,,Chicago Bulls,,,,,United Center,
Thu Feb 16 2023,8:00p,Washington Wizards,,Minnesota Timberwolves,,,,,Target Center,
Thu Feb 16 2023,10:00p,Los Angeles Clippers,,Phoenix Suns,,,,,Footprint Center,
Thu Feb 23 2023,7:00p,Denver Nuggets,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Thu Feb 23 2023,7:00p,Boston Celtics,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Thu Feb 23 2023,7:00p,Detroit Pistons,,Orlando Magic,,,,,Amway Center,
Thu Feb 23 2023,7:30p,Memphis Grizzlies,,Philadelphia 76ers,,,,,Wells Fargo Center,
Thu Feb 23 2023,7:30p,New Orleans Pelicans,,Toronto Raptors,,,,,Scotiabank Arena,
Thu Feb 23 2023,8:30p,San Antonio Spurs,,Dallas Mavericks,,,,,American Airlines Center,
Thu Feb 23 2023,9:00p,Oklahoma City Thunder,,Utah Jazz,,,,,Vivint Arena,
Thu Feb 23 2023,10:00p,Golden State Warriors,,Los Angeles Lakers,,,,,Crypto.com Arena,
Thu Feb 23 2023,10:00p,Portland Trail Blazers,,Sacramento Kings,,,,,Golden 1 Center,
Fri Feb 24 2023,7:00p,New York Knicks,,Washington Wizards,,,,,Capital One Arena,
Fri Feb 24 2023,7:30p,Cleveland Cavaliers,,Atlanta Hawks,,,,,State Farm Arena,
Fri Feb 24 2023,7:30p,Miami Heat,,Milwaukee Bucks,,,,,Fiserv Forum,
Fri Feb 24 2023,8:00p,Charlotte Hornets,,Minnesota Timberwolves,,,,,Target Center,
Fri Feb 24 2023,9:00p,Oklahoma City Thunder,,Phoenix Suns,,,,,Footprint Center,
Fri Feb 24 2023,10:00p,Brooklyn Nets,,Chicago Bulls,,,,,United Center,
Fri Feb 24 2023,10:00p,Houston Rockets,,Golden State Warriors,,,,,Chase Center,
Fri Feb 24 2023,10:30p,Sacramento Kings,,Los Angeles Clippers,,,,,Crypto.com Arena,
Sat Feb 25 2023,12:00p,Toronto Raptors,,Detroit Pistons,,,,,Little Caesars Arena,
Sat Feb 25 2023,7:00p,Miami Heat,,Charlotte Hornets,,,,,Spectrum Center,
Sat Feb 25 2023,7:00p,Indiana Pacers,,Orlando Magic,,,,,Amway Center,
Sat Feb 25 2023,7:30p,New Orleans Pelicans,,New York Knicks,,,,,Madison Square Garden (IV),
Sat Feb 25 2023,8:00p,Denver Nuggets,,Memphis Grizzlies,,,,,FedEx Forum,
Sat Feb 25 2023,8:30p,Boston Celtics,,Philadelphia 76ers,,,,,Wells Fargo Center,
Sat Feb 25 2023,9:00p,San Antonio Spurs,,Utah Jazz,,,,,Vivint Arena,
Sun Feb 26 2023,1:00p,Phoenix Suns,,Milwaukee Bucks,,,,,Fiserv Forum,
Sun Feb 26 2023,3:00p,Brooklyn Nets,,Atlanta Hawks,,,,,State Farm Arena,
Sun Feb 26 2023,3:30p,Washington Wizards,,Chicago Bulls,,,,,United Center,
Sun Feb 26 2023,3:30p,Los Angeles Lakers,,Dallas Mavericks,,,,,American Airlines Center,
Sun Feb 26 2023,6:00p,Toronto Raptors,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Sun Feb 26 2023,7:00p,Sacramento Kings,,Oklahoma City Thunder,,,,,Paycom Center,
Sun Feb 26 2023,7:30p,Minnesota Timberwolves,,Golden State Warriors,,,,,Chase Center,
Sun Feb 26 2023,9:00p,Houston Rockets,,Portland Trail Blazers,,,,,Moda Center,
Sun Feb 26 2023,10:00p,Los Angeles Clippers,,Denver Nuggets,,,,,Ball Arena,
Mon Feb 27 2023,7:00p,Detroit Pistons,,Charlotte Hornets,,,,,Spectrum Center,
Mon Feb 27 2023,7:00p,Miami Heat,,Philadelphia 76ers,,,,,Wells Fargo Center,
Mon Feb 27 2023,7:30p,Boston Celtics,,New York Knicks,,,,,Madison Square Garden (IV),
Mon Feb 27 2023,8:00p,Orlando Magic,,New Orleans Pelicans,,,,,Smoothie King Center,
Tue Feb 28 2023,7:30p,Washington Wizards,,Atlanta Hawks,,,,,State Farm Arena,
Tue Feb 28 2023,7:30p,Milwaukee Bucks,,Brooklyn Nets,,,,,Barclays Center,
Tue Feb 28 2023,7:30p,Chicago Bulls,,Toronto Raptors,,,,,Scotiabank Arena,
Tue Feb 28 2023,8:00p,Denver Nuggets,,Houston Rockets,,,,,Toyota Center,
Tue Feb 28 2023,8:00p,Los Angeles Lakers,,Memphis Grizzlies,,,,,FedEx Forum,
Tue Feb 28 2023,8:00p,Sacramento Kings,,Oklahoma City Thunder,,,,,Paycom Center,
Tue Feb 28 2023,8:30p,Indiana Pacers,,Dallas Mavericks,,,,,American Airlines Center,
Tue Feb 28 2023,9:00p,San Antonio Spurs,,Utah Jazz,,,,,Vivint Arena,
Tue Feb 28 2023,10:00p,Portland Trail Blazers,,Golden State Warriors,,,,,Chase Center,
Tue Feb 28 2023,10:00p,Minnesota Timberwolves,,Los Angeles Clippers,,,,,Crypto.com Arena,
Wed Mar 1 2023,7:00p,Phoenix Suns,,Charlotte Hornets,,,,,Spectrum Center,
Wed Mar 1 2023,7:00p,Chicago Bulls,,Detroit Pistons,,,,,Little Caesars Arena,
Wed Mar 1 2023,7:30p,Cleveland Cavaliers,,Boston Celtics,,,,,TD Garden,
Wed Mar 1 2023,7:30p,Philadelphia 76ers,,Miami Heat,,,,,FTX Arena,
Wed Mar 1 2023,7:30p,Brooklyn Nets,,New York Knicks,,,,,Madison Square Garden (IV),
Wed Mar 1 2023,8:00p,Memphis Grizzlies,,Houston Rockets,,,,,Toyota Center,
Wed Mar 1 2023,8:00p,Orlando Magic,,Milwaukee Bucks,,,,,Fiserv Forum,
Wed Mar 1 2023,8:00p,Los Angeles Lakers,,Oklahoma City Thunder,,,,,Paycom Center,
Wed Mar 1 2023,10:00p,New Orleans Pelicans,,Portland Trail Blazers,,,,,Moda Center,
Thu Mar 2 2023,7:00p,Toronto Raptors,,Washington Wizards,,,,,Capital One Arena,
Thu Mar 2 2023,7:30p,Philadelphia 76ers,,Dallas Mavericks,,,,,American Airlines Center,
Thu Mar 2 2023,8:30p,Indiana Pacers,,San Antonio Spurs,,,,,AT&T Center,
Thu Mar 2 2023,10:00p,Los Angeles Clippers,,Golden State Warriors,,,,,Chase Center,
Fri Mar 3 2023,7:00p,Orlando Magic,,Charlotte Hornets,,,,,Spectrum Center,
Fri Mar 3 2023,7:30p,Portland Trail Blazers,,Atlanta Hawks,,,,,State Farm Arena,
Fri Mar 3 2023,7:30p,Brooklyn Nets,,Boston Celtics,,,,,TD Garden,
Fri Mar 3 2023,8:00p,Phoenix Suns,,Chicago Bulls,,,,,United Center,
Fri Mar 3 2023,8:00p,New York Knicks,,Miami Heat,,,,,FTX Arena,
Fri Mar 3 2023,8:00p,Utah Jazz,,Oklahoma City Thunder,,,,,Paycom Center,
Fri Mar 3 2023,10:00p,Memphis Grizzlies,,Denver Nuggets,,,,,Ball Arena,
Fri Mar 3 2023,10:00p,New Orleans Pelicans,,Golden State Warriors,,,,,Chase Center,
Fri Mar 3 2023,10:00p,Los Angeles Clippers,,Sacramento Kings,,,,,Golden 1 Center,
Fri Mar 3 2023,10:30p,Minnesota Timberwolves,,Los Angeles Lakers,,,,,Crypto.com Arena,
Sat Mar 4 2023,5:00p,Toronto Raptors,,Washington Wizards,,,,,Capital One Arena,
Sat Mar 4 2023,8:00p,Detroit Pistons,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Sat Mar 4 2023,8:00p,Atlanta Hawks,,Miami Heat,,,,,FTX Arena,
Sat Mar 4 2023,8:00p,Houston Rockets,,San Antonio Spurs,,,,,AT&T Center,
Sat Mar 4 2023,8:30p,Philadelphia 76ers,,Milwaukee Bucks,,,,,Fiserv Forum,
Sat Mar 4 2023,10:00p,Minnesota Timberwolves,,Sacramento Kings,,,,,Golden 1 Center,
Sun Mar 5 2023,1:00p,Phoenix Suns,,Dallas Mavericks,,,,,American Airlines Center,
Sun Mar 5 2023,3:30p,Indiana Pacers,,Chicago Bulls,,,,,United Center,
Sun Mar 5 2023,3:30p,Golden State Warriors,,Los Angeles Lakers,,,,,Crypto.com Arena,
Sun Mar 5 2023,6:00p,Charlotte Hornets,,Brooklyn Nets,,,,,Barclays Center,
Sun Mar 5 2023,6:00p,Portland Trail Blazers,,Orlando Magic,,,,,Amway Center,
Sun Mar 5 2023,7:00p,San Antonio Spurs,,Houston Rockets,,,,,Toyota Center,
Sun Mar 5 2023,7:00p,Utah Jazz,,Oklahoma City Thunder,,,,,Paycom Center,
Sun Mar 5 2023,7:30p,New York Knicks,,Boston Celtics,,,,,TD Garden,
Sun Mar 5 2023,10:00p,Memphis Grizzlies,,Los Angeles Clippers,,,,,Crypto.com Arena,
Mon Mar 6 2023,7:00p,Boston Celtics,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Mon Mar 6 2023,7:00p,Philadelphia 76ers,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Mon Mar 6 2023,7:00p,Milwaukee Bucks,,Washington Wizards,,,,,Capital One Arena,
Mon Mar 6 2023,7:30p,Atlanta Hawks,,Miami Heat,,,,,FTX Arena,
Mon Mar 6 2023,9:00p,Toronto Raptors,,Denver Nuggets,,,,,Ball Arena,
Mon Mar 6 2023,10:00p,New Orleans Pelicans,,Sacramento Kings,,,,,Golden 1 Center,
Tue Mar 7 2023,7:00p,Portland Trail Blazers,,Detroit Pistons,,,,,Little Caesars Arena,
Tue Mar 7 2023,7:00p,Milwaukee Bucks,,Orlando Magic,,,,,Amway Center,
Tue Mar 7 2023,7:30p,Philadelphia 76ers,,Minnesota Timberwolves,,,,,Target Center,
Tue Mar 7 2023,7:30p,Charlotte Hornets,,New York Knicks,,,,,Madison Square Garden (IV),
Tue Mar 7 2023,8:00p,Brooklyn Nets,,Houston Rockets,,,,,Toyota Center,
Tue Mar 7 2023,8:00p,Golden State Warriors,,Oklahoma City Thunder,,,,,Paycom Center,
